Winner,0O_EPA/play,0O_Success Rate (SR),0O_Dropback EPA,0O_Dropback SR,0O_Rush EPA,0O_Rush SR,0D_EPA/play,0D_Success Rate (SR),0D_Dropback EPA,0D_Dropback SR,0D_Rush EPA,0D_Rush SR,1O_EPA/play,1O_Success Rate (SR),1O_Dropback EPA,1O_Dropback SR,1O_Rush EPA,1O_Rush SR,1D_EPA/play,1D_Success Rate (SR),1D_Dropback EPA,1D_Dropback SR,1D_Rush EPA,1D_Rush SR
1,-0.001,0.43,0.053,0.448,-0.108,0.393,0.047,0.445,0.114,0.448,-0.045,0.441,0.186,0.478,0.298,0.5,0.029,0.448,-0.004,0.444,0.094,0.486,-0.163,0.377
0,-0.131,0.41,-0.058,0.448,-0.283,0.331,0.016,0.434,0.088,0.474,-0.098,0.372,-0.057,0.406,-0.071,0.401,-0.036,0.414,0.035,0.446,0.049,0.446,0.014,0.445
1,-0.045,0.407,-0.025,0.421,-0.071,0.388,0.005,0.432,0.101,0.48,-0.12,0.369,-0.088,0.411,-0.073,0.429,-0.116,0.38,0.071,0.46,0.176,0.492,-0.067,0.418
1,-0.089,0.414,-0.067,0.42,-0.128,0.403,0.069,0.45,0.058,0.454,0.084,0.445,0.111,0.452,0.165,0.477,0.056,0.428,-0.087,0.399,-0.024,0.415,-0.194,0.371
1,-0.04,0.419,-0.041,0.42,-0.04,0.418,0.154,0.506,0.204,0.503,0.097,0.509,0.133,0.494,0.211,0.526,0.012,0.444,0.017,0.451,0.094,0.489,-0.145,0.373
1,-0.104,0.404,-0.056,0.426,-0.175,0.371,0.05,0.436,0.116,0.471,-0.033,0.392,-0.023,0.415,0.004,0.431,-0.067,0.388,0.131,0.458,0.241,0.488,-0.037,0.411
0,-0.04,0.443,0.089,0.485,-0.246,0.377,-0.023,0.431,0.023,0.464,-0.1,0.377,-0.179,0.371,-0.196,0.375,-0.14,0.361,0.018,0.414,0.097,0.442,-0.091,0.376
1,0.081,0.448,0.182,0.475,-0.03,0.419,-0.066,0.447,-0.023,0.49,-0.137,0.375,0.038,0.463,0.135,0.508,-0.119,0.389,-0.091,0.413,-0.035,0.44,-0.203,0.358
0,0.155,0.496,0.267,0.536,0.021,0.448,-0.044,0.424,-0.014,0.453,-0.11,0.361,0.063,0.46,0.143,0.5,-0.057,0.4,0.054,0.461,0.088,0.479,0.008,0.438
1,-0.179,0.371,-0.196,0.375,-0.14,0.361,0.018,0.414,0.097,0.442,-0.091,0.376,0.199,0.494,0.328,0.525,0.053,0.46,-0.016,0.405,0.06,0.447,-0.178,0.315
0,0.108,0.481,0.193,0.529,-0.081,0.374,0.054,0.463,0.087,0.47,0,0.452,-0.027,0.407,0.051,0.438,-0.124,0.369,-0.019,0.447,0.021,0.47,-0.085,0.409
0,-0.04,0.419,-0.041,0.42,-0.04,0.418,0.154,0.506,0.204,0.503,0.097,0.509,0.041,0.484,0.083,0.493,-0.015,0.473,0.042,0.454,0.109,0.463,-0.07,0.44
0,-0.072,0.402,-0.036,0.412,-0.142,0.383,0.002,0.441,0.024,0.46,-0.025,0.415,0.081,0.448,0.182,0.475,-0.03,0.419,-0.066,0.447,-0.023,0.49,-0.137,0.375
0,-0.038,0.392,0.009,0.425,-0.12,0.333,-0.054,0.406,0.003,0.416,-0.146,0.389,-0.104,0.404,-0.056,0.426,-0.175,0.371,0.05,0.436,0.116,0.471,-0.033,0.392
1,-0.023,0.415,0.004,0.431,-0.067,0.388,0.131,0.458,0.241,0.488,-0.037,0.411,-0.045,0.407,-0.025,0.421,-0.071,0.388,0.005,0.432,0.101,0.48,-0.12,0.369
1,0.186,0.478,0.298,0.5,0.029,0.448,-0.004,0.444,0.094,0.486,-0.163,0.377,-0.081,0.425,-0.02,0.461,-0.187,0.362,0.084,0.46,0.183,0.493,-0.047,0.416
1,-0.088,0.411,-0.073,0.429,-0.116,0.38,0.071,0.46,0.176,0.492,-0.067,0.418,0.111,0.452,0.165,0.477,0.056,0.428,-0.087,0.399,-0.024,0.415,-0.194,0.371
1,-0.057,0.406,-0.071,0.401,-0.036,0.414,0.035,0.446,0.049,0.446,0.014,0.445,0.133,0.494,0.211,0.526,0.012,0.444,0.017,0.451,0.094,0.489,-0.145,0.373
1,0.071,0.477,0.142,0.499,-0.058,0.436,0.006,0.438,0.072,0.467,-0.118,0.383,0.011,0.428,0.061,0.443,-0.075,0.402,-0.1,0.403,-0.061,0.434,-0.176,0.342
0,0.044,0.423,0.126,0.46,-0.079,0.369,-0.054,0.422,-0.015,0.439,-0.124,0.392,-0.131,0.41,-0.058,0.448,-0.283,0.331,0.016,0.434,0.088,0.474,-0.098,0.372
1,-0.04,0.443,0.089,0.485,-0.246,0.377,-0.023,0.431,0.023,0.464,-0.1,0.377,-0.001,0.43,0.053,0.448,-0.108,0.393,0.047,0.445,0.114,0.448,-0.045,0.441
1,0.063,0.46,0.143,0.5,-0.057,0.4,0.054,0.461,0.088,0.479,0.008,0.438,0.067,0.473,0.126,0.504,-0.023,0.426,0.05,0.475,0.103,0.497,-0.032,0.442
1,0.038,0.463,0.135,0.508,-0.119,0.389,-0.091,0.413,-0.035,0.44,-0.203,0.358,0.155,0.496,0.267,0.536,0.021,0.448,-0.044,0.424,-0.014,0.453,-0.11,0.361
1,0.044,0.423,0.126,0.46,-0.079,0.369,-0.054,0.422,-0.015,0.439,-0.124,0.392,-0.038,0.392,0.009,0.425,-0.12,0.333,-0.054,0.406,0.003,0.416,-0.146,0.389
1,-0.027,0.407,0.051,0.438,-0.124,0.369,-0.019,0.447,0.021,0.47,-0.085,0.409,0.199,0.494,0.328,0.525,0.053,0.46,-0.016,0.405,0.06,0.447,-0.178,0.315
1,0.011,0.428,0.061,0.443,-0.075,0.402,-0.1,0.403,-0.061,0.434,-0.176,0.342,0.186,0.478,0.298,0.5,0.029,0.448,-0.004,0.444,0.094,0.486,-0.163,0.377
1,0.081,0.448,0.182,0.475,-0.03,0.419,-0.066,0.447,-0.023,0.49,-0.137,0.375,0.111,0.452,0.165,0.477,0.056,0.428,-0.087,0.399,-0.024,0.415,-0.194,0.371
1,-0.038,0.392,0.009,0.425,-0.12,0.333,-0.054,0.406,0.003,0.416,-0.146,0.389,0.071,0.477,0.142,0.499,-0.058,0.436,0.006,0.438,0.072,0.467,-0.118,0.383
1,0.199,0.494,0.328,0.525,0.053,0.46,-0.016,0.405,0.06,0.447,-0.178,0.315,0.186,0.478,0.298,0.5,0.029,0.448,-0.004,0.444,0.094,0.486,-0.163,0.377
1,0.186,0.478,0.298,0.5,0.029,0.448,-0.004,0.444,0.094,0.486,-0.163,0.377,0.071,0.477,0.142,0.499,-0.058,0.436,0.006,0.438,0.072,0.467,-0.118,0.383
1,0.071,0.477,0.142,0.499,-0.058,0.436,0.006,0.438,0.072,0.467,-0.118,0.383,0.111,0.452,0.165,0.477,0.056,0.428,-0.087,0.399,-0.024,0.415,-0.194,0.371
1,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439
1,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422
0,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453
0,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332
1,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
0,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
0,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395
0,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
1,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351
1,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
0,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368
1,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408
1,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
0,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429
1,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475
1,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484
1,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406
0,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397
0,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395
0,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
0,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
1,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437
1,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
1,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438
0,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42
0,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42
0,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385
0,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431
1,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
1,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332
0,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391
1,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42
0,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
1,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333
1,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372
1,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351
1,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422
1,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368
1,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429
1,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449
0,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481
0,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437
0,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438
1,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
1,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
1,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406
1,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
1,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481
0,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333
1,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385
0,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449
1,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42
0,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431
1,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484
1,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397
1,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
0,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332
1,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
1,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395
0,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
0,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439
1,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372
0,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437
0,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438
0,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368
0,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475
0,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
1,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351
1,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481
0,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
1,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
0,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397
0,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395
1,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
1,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372
0,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351
1,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431
1,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408
1,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333
1,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42
1,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453
1,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475
1,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429
1,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332
0,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391
1,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42
0,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42
0,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
1,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
0,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422
0,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438
1,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449
1,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406
1,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368
1,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422
0,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453
0,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475
1,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
1,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439
0,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372
1,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437
